"","date","48074PC051000JGe","63154PC021000FGe","63154PC021000JGe","63154PC031000JGe","63154PC042000JGe","63154PC070200JGe","63154PC091500FGe","63154PC091500JGe","63154PT021000JGe","63154PT091500JGe","900207PC010200JBe","900207PC020500JBe","900207PC021000JBe","900207PC091500JBe","903291PC021000JBe","903291PC091500JBe","903291PT021000JBe","903291PT091500JBe","907521PC021000JIb","907521PC042000JIb","907521PC051000JIb","907521PC070200JIb","907521PC070250NIb","907664PC041000JIS","907664PC042000JIS","908244PC060250AIS","908244PC060500AIS","908244PT080500AIS","908244PT080500PIS","908244PT080750PIS","908244PT081000AIS","908244PT081000PIS","908616PC031000AIb","909702PC081000AIS","909702PC081000JIS","915306PC051000AIS","915306PC060250AIS","915306PC060500AIS","915306PC070150AIS","915306PC070250AIS","920814PC060200FIb","920814PC060350FIb","920814PC060375FIb","922361PC051000FIb","922361PC060300FIb","922361PC060375FIb","922361PC060400FIb","922361PC060500FIb","922361PC070250FIb","922361PC070300FIb","922361PE060300FIb","922361PE060500FIb","922975PC051000FIb","922975PC070250FIb","922975PC070300FIb","922975PC070350FIb","923313PC041500JIS","923313PC042000JIS","923313PC060300FIS","923313PC060500FIS","923313PC070200JIS","923313PC070250JIS","923313PC070330JIS","923313PE060250FIS","923313PE060300FIS","923313PE060350FIS","923313PE060500FIS","923313PT021000JIS","923313PT070250JIS","923313PT070330JIS","923608PC060250FIb","924267PC010200AIb","924267PC031000AIb","924267PC042000AIb","924267PC051000AIb","924267PC080500AIb","924267PC081000AIb","924267PC091500AIb","924454PC030500FIS","924454PC030750FIS","924454PC031000JIS","924454PC041500FIS","924454PC042000FIS","924454PC050750FIS","924454PC051000FIS","924454PC060250FIS","924454PC060300FIS","924454PC060375FIS","924454PC060400FIS","924454PC060500FIS","924454PE060300FIS","924454PE060400FIS","924454PE060500FIS","924597PC050500FIb","924597PC051000AIb","924597PC051000FIb","924597PC051000JIb","925857PC051000AIb","925857PC051000JIb","926866PC060200FIb","926866PC060500FIb","927272PC091500JIb","928488PC031000AIb","928488PC051000AIb","928488PC051000FIb","928717PC051000FNo","928717PC060300FNo","928717PC060500FNo","928717PE060300FNo","928717PE060500FNo","928972PC021000JNo","928972PC021000NNo","930971PC042000AIS","930971PC051000AIS","930971PC051000PIS","930971PC070250AIS","930971PC070250JIS","930971PT020500AIS","930971PT021000AIS","931056PC050500FIS","931056PC051000FIS","931056PC060500FIS","931166PC031000JIS","93333PC021000JGe","93333PC042000JGe","93333PC070200JGe","93333PC070250JGe","93333PC091500JGe","93333PC091500NGe","93333PM101000JGe","950248PC031000JNo","950248PC070200JNo","950248PC091500JNo","950267PC031000NIS","950267PC081000NIS"
"23",201511,0,0,472.2,596.4,343.2,10963.13,12,4572.58,483.9,0,6885.12,0,1893,6141.11,2259.9,5530.79,54,1432.04,2150.4,184.34,1146.24,4555.88,288.75,107.25,2365.74,587.25,0,0,0,0,0,0,4765.2,283.8,372.6,1136.32,1443,142.56,0,1228.5,95.88,946.56,336.6,4586.1,2522.8,216.92,0,3200.42,1748.62,401.54,0,0,9586.5,1102.28,2524.16,14217.44,119.75,415.22,0,302.26,455.63,461.25,702,598.74,791.86,0,143.14,317.4,0,179.25,4442.44,2673.92,14487,184.34,2889.92,1097.6,1305.96,2862.5,1315.5,226.5,0,47.25,0,0,1311.6,0,0,1646.62,0,1856.4,798.66,588.88,0,0,233.92,77.44,0,1761.6,0,0,448.12,0,16573.8,19907.52,94.5,2120.7,610.64,703.46,0,0,2356.8,72.3,1200.94,612.16,236.16,0,0,233.1,1729.8,10760.96,310.5,2919.58,810,3424.8,1882.92,7226.63,0,3388.4,114.24,575.96,2345.7,2385,262.15,0,0
"24",201512,0,69.9,705,1817.4,574.6,19035.38,28.75,4747.94,680.1,0,10791.68,0,2118,6026.33,1461.9,5539.71,57.3,957.37,1822.65,208.78,2084.8,3976.5,0,0,335.66,0,0,108,99,0,0,154.5,3178.8,0,0,556.8,1647.75,164.88,221.63,437.25,261.8,1492.26,1368.16,3419.7,1442.96,0,0,1618.74,1823.76,988.72,0,0,7628.1,501.5,61.88,10636.56,138,197.86,123.42,0,231.38,232.5,1051.13,0,397.46,0,0,524.4,232.88,0,7295.72,5012.48,16605.3,356.72,5109.44,906,4478.1,4025,282.9,0,0,0,93.9,73.8,359.1,377.74,0,1646.96,291.72,1726.52,193.8,0,0,93.12,532.16,230.72,78.08,1316.16,0,0,0,231.75,18402.6,24470.4,221.4,1933.2,164.56,612.68,0,0,481.2,0,1269.58,1674.88,536.64,0,0,205.8,1227.47,4730.88,0,3896.4,0,4906.2,1459.38,6362.25,760.13,3551.91,117.12,1226.68,2937.6,1630.88,456.75,546.6,816.8
"25",201601,0,0,994.5,1174.2,978.38,13635.75,0,5323.35,480.3,0,8225.28,0,2387.1,4617.06,1773.3,4638,163.5,686.75,2990.4,322.14,199.36,5629.5,658.13,109.5,561.34,614.25,0,0,0,0,0,0,6881.1,0,415.2,559.04,2945.25,878.76,163.5,292.5,68.34,782.68,0,2520.3,1603.44,219.3,134.64,1408.62,3377.22,1839.06,0,0,2870.4,265.2,521.9,1462,0,599.3,275.74,378.94,0,465.75,348.75,271.66,736.1,0,294.1,731.4,0,168.75,5875.54,876.16,6659.4,186.42,2796.48,522,954.6,741.25,0,0,0,0,0,175.5,0,0,58.48,884.34,0,431.46,1574.54,559.98,147.56,0,230.08,154.56,0,1724.8,71.36,0,0,176.75,17619.3,15911.04,340.2,2141.7,555.9,520.2,0,0,1272.3,140.1,995.54,1258.56,297.28,0,0,115.8,1147.2,3427.52,234,0,341.4,3759,720.2,7703.63,0,2567.22,0,2969.4,2344.8,1757.25,421.25,0,0
"26",201602,0,54,423.3,2876.1,364.26,13768.13,52.75,4636.02,252.9,0,8822.4,0,2205.3,5286.49,2184,5668.92,102.6,1296.5,2879.1,83.2,880,3892.5,621.38,0,2013.44,404.25,142.56,111.3,0,0,72.9,1615.5,4216.5,0,198,1709.12,2591.63,0,0,180.75,157.08,1047.2,568.48,1016.7,1068.62,112.2,33.66,982.26,2967.86,1017.28,0,0,1795.8,818.38,328.44,280.5,142.25,241.54,781.32,151.98,0,450,696.38,198.22,1525.92,0,0,612.6,146.25,0,4394.5,2108.16,9321.3,206.44,3445.76,592.5,2221.8,3361,0,0,525,156.5,0,0,0,596.7,39.78,2638.06,0,75.14,398.82,0,0,0,230.08,74.56,0,1240.64,0,200.55,0,0.5,17247.6,18986.88,251.7,1253.7,255.68,711.28,0,0,2073,141.9,1188.46,1295.36,398.72,0,0,130.8,1293.3,1600.32,195.6,0,618,2911.2,1458.34,9323.25,1155.75,2522.74,0,1747.48,3037.5,2452.13,291.25,746.7,509.7
"27",201603,40.32,85.8,748.5,1697.7,345.28,15822.75,36,3766.62,469.8,0,9363.2,0,1876.8,6065.25,1460.7,5314.5,147.6,1060.75,2390.7,237.38,1759.36,4729.88,627.38,162.25,2791.36,986.25,7.56,0,0,0,0,0,5829,0,0,1722.56,924,138.6,0,238.13,196.52,935,1076.78,1041.9,1703.74,74.8,100.98,1889.04,3334.72,928.2,0,0,1813.5,1147.16,180.2,1159.74,294,410.54,0,380.46,0,688.13,710.63,172.38,2179.06,147.56,0,984.6,223.13,155.25,8793.08,2374.4,5753.4,421.98,3703.04,322.2,2568,2911,380.1,0,0,22.5,0,267.9,0,0,0,1344.7,0,716.72,190.06,0,0,0,462.08,156.16,56.96,2464.64,0,0,138.72,0,20615.7,22172.48,326.4,1170,161.5,29.92,0,0,478.8,0,1642.68,1241.92,312,0,0,266.4,1702.8,3682.56,37.8,5872.14,174,5592.6,2026.7,8691.38,0,4223.27,0,1715.56,1704.9,3334.5,476.25,82.2,0
"28",201604,0,72,1051.8,2348.4,340.34,18118.5,18.25,3786.25,596.4,0,7214.72,38.1,1793.1,4840.35,2508.9,4523.75,276,1002,2572.2,176.8,634.24,5231.63,0,4.75,1669.2,1191,0,219,0,290.4,75.9,750,5300.4,0,1246.5,0,3148.5,744.84,460.13,0,104.72,556.24,391.68,1418.7,1828.86,112.2,241.74,2159.68,2833.22,1049.92,0,0,2345.4,466.48,754.8,2336.14,60,322.14,0,59.16,0,1137.75,883.5,200.26,920.04,0,0,1645.5,0,0,2873.34,3446.4,10819,349.96,3604.8,720.6,2293.2,2437,0,0,444.6,16.25,46.92,253.8,55.08,0,137.36,1344.02,0,1111.12,0,0,0,0,234.56,233.6,79.04,1165.12,0,789.6,0,57.25,16425.9,24841.92,346.5,1458.9,322.66,477.02,0,0,1973.4,0,933.92,1145.28,328.32,0,0,133.8,1243.2,2813.12,0,3866.48,779.4,5508.3,1320.8,9345,917.25,3290.59,0,1094.24,3522.6,4186.5,726.25,0,0
"29",201605,35.84,69.6,1268.7,1755,393.12,14350.5,36,3841.75,398.7,0,7225.6,108,1831.2,5048.5,1106.4,5146.25,162,1014,1288.5,140.4,1711.68,4389.38,236.25,0,1963.26,575.25,0,0,0,291.3,0,1721.1,5296.5,0,0,0,1125.38,156.24,0,0,157.08,1155.66,972.4,2291.1,1306.62,218.62,43.18,2152.2,1649,0,0,0,3706.2,349.52,0,1941.06,88.75,437.06,0,238.68,877.5,521.25,174.38,577.32,1760.86,0,413.1,714.9,238.88,177.75,7290.96,833.28,9246,354.12,3951.68,1096.5,2088.6,2446.25,95.4,297.3,436.2,0,0,0,0,0,411.4,1571.14,0,477.02,982.94,0,145.86,0,231.04,74.88,0,1848.32,0,0,0,115,15249.6,21920.64,75.6,1489.2,503.2,361.08,0,0,1338.6,149.7,1488.76,619.84,282.24,0,0,275.7,1279.8,6488.32,0,4923.2,0,4719,2151.24,10216.5,1027.13,3808.92,0,1670.76,2392.8,3002.63,544,256.8,645.9
"30",201606,0,126,1349.1,1673.7,1036.88,15599.63,0,3057.18,329.1,7.92,9860.22,27,1832.4,6589,2326.5,7006.25,111.3,1531.25,1800.6,228.54,1097.28,6009.38,0,113.25,2877.42,783.38,451.8,0,0,0,163.8,0,6330.3,153.9,224.7,567.36,462,285.12,0,475.88,104.72,1860.82,663,3404.4,1210.74,146.2,67.32,1712.92,0,0,0,0,4194.9,510.34,377.74,6190.72,118.25,471.38,0,53.38,54.38,477.75,849.38,0,504.22,0,281.52,773.4,0,0,4375.12,2711.39,9195.3,0,2761.6,405,1364.7,3082.5,0,0,405.9,117,92.03,336.3,1115.4,400.52,288.32,3704.98,0,1651.72,0,0,0,0,311.04,0,73.6,1869.12,0,0,280.16,113.75,15812.4,13700.16,260.1,1300.2,246.84,420.92,0,0,902.4,70.8,1033.76,1320.64,389.76,0,0,224.7,1182.6,1870.4,0,4914.02,143.7,5305.8,1903.72,6720.75,811.88,3722.22,200,1628.76,2325.9,3093.38,797,0,0
"31",201607,0,0,1033.5,1742.7,765.44,10489.88,42.75,4160.25,361.8,0,10310.11,213.6,1843.2,5461.25,2297.7,4732.75,378.6,1832.5,1246.5,236.34,952.32,3911.63,381.38,0,2868.32,0,0,0,0,217.2,443.4,238.2,4245,0,0,1109.44,3918.75,505.8,683.63,1629.38,278.12,1234.2,480.76,4597.5,2056.66,74.8,114.92,2201.84,479.06,44.2,0,0,2773.5,411.4,783.02,3502.68,175.5,379.08,399.5,150.28,0,238.5,996.75,194.14,393.72,0,0,736.2,237.38,0,5792.24,3191.65,9892.8,318.76,3054.08,739.2,2647.5,3231.5,195.6,78.3,81,248.25,780.26,3975.3,669.9,0,41.14,168.64,3429.24,5439.32,988.04,0,0,0,234.88,0,0,626.88,0,187.95,126.82,51.25,14116.2,16669.12,489,1378.8,467.16,567.8,0,0,979.2,0,1151.54,949.12,331.52,0,0,111.9,1082.1,3380.16,235.8,3858.66,0,5407.2,1338.74,9338.25,961.13,2773.7,881.85,1636.04,4247.7,5523.75,786.75,528.3,75.6
"32",201608,0,72.3,1491.6,1258.8,626.6,15130.5,33.75,4555.25,532.6,0,8098.53,161.7,1985.7,5369.25,2478,4618,207,1192,2087.4,271.18,1189.12,6037.13,243.75,0,1640.86,0,0,0,0,0,167.1,681.3,5292.9,0,0,1152,5284.88,262.08,0,0,52.36,782,576.64,4073.7,1145.46,331.84,67.32,2770.66,400.86,357.68,0,0,4767.9,265.2,1197.82,5508,129.25,237.64,393.38,297.84,0,469.88,172.13,0,1067.6,0,136.34,369.9,0,0,4369.34,879.06,9940.5,217.88,2294.08,498.9,1559.7,3306.25,0,0,0,62,146.64,1481.1,612.9,1157.36,600.1,569.16,9177.28,3292.56,2567,587.18,0,0,232.32,0,0,1176.32,76.16,0,0,110.5,13181.7,15217.92,37.8,2032.8,642.26,831.98,0,0,1461.6,0,1022.32,1055.36,255.04,0,0,210,1487.1,3502.08,151.2,981.24,0,4752.6,1970.02,8234.25,1009.5,2436.98,220,1646.4,2420.1,802.13,239.75,271.5,305.7
"33",201609,0,72,567.6,2111.7,861.38,13134.75,58,3684.75,351.9,0,7033.01,129.9,2871.6,6090.5,2281.8,7504,52.5,1428.5,2568.3,253.24,838.08,4140.75,371.63,0,2309.58,1224.38,0,99.9,0,0,0,706.5,2651.1,0,181.8,555.52,5154.38,217.44,0,1405.5,314.16,1196.8,546.72,4138.8,2498.66,112.2,33.66,2068.22,1083.58,0,0,0,6640.8,856.12,508.64,7881.2,84,376.74,190.74,142.12,232.5,223.88,489.75,391.68,582.76,141.78,0,718.5,0,151.5,5845.62,1806.42,9009.6,282.1,1997.44,912.9,1994.1,2961.75,2839.2,0,0,0,0,0,1412.7,0,0,0,707.88,0,0,0,300.9,92.8,236.48,154.88,0,1880.64,0,0,0,407,14253,17060.48,267,1824.3,245.82,507.62,0,0,904.5,60,1337.18,1710.4,343.68,0,0,192,1598.4,4484.48,164.7,2320.84,175.8,6017.1,954.46,6519.38,1013.63,2933.57,462.5,1099,2410.5,1460.25,444.25,226.8,370.2
"34",201610,0,54,1048.5,1748.7,395.2,13844.63,0,2274.5,495.6,0,8162.7,137.1,1662.9,4842.5,1197,2603.25,433.2,945,2152.8,306.8,1318.4,3735.75,318,0,930.8,599.63,0,0,0,0,0,471.3,4769.1,0,0,1149.44,346.5,486.72,221.25,0,0,959.82,493,2938.2,2001.58,106.08,33.66,1287.24,1041.08,0,0,0,8826.6,279.82,1511.64,5375.4,137.75,508.56,202.98,290.02,0,476.63,855.38,184.96,367.54,0,0,657.3,236.63,0,4325.14,5130.15,11988.9,344.5,2374.4,2048.7,2272.2,3019.75,570.9,0,0,0,0,93.9,234,0,0,148.92,0,2577.88,0,0,0,0,235.84,0,0,1240.96,0,0,0,230.75,12312.9,18877.44,531,2000.4,519.52,518.16,0,0,1305.3,85.8,1089.4,789.12,464.96,0,0,294.6,1408.5,6177.6,234.3,1494.64,692.7,4457.1,1045.46,8212.13,0,2207.5,160,1646.68,3035.1,2175.38,332.75,183.6,328.2
"35",201611,0,33,1105.2,1069.5,1408.16,11984.25,36,3015.25,528.9,36,8251.02,54,2257.8,5043.25,2088.6,4510.25,125.4,1494.5,1926.6,168.48,1449.28,5120.25,577.88,0,2263.04,0,0,0,0,0,0,850.8,9017.1,0,0,1108.8,600,438.84,0,3.75,264.86,1229.1,760.92,4737.6,2125,149.26,67.32,2697.9,1099.56,349.18,0,0,6015.9,330.82,223.38,6426.34,123,351.26,402.22,411.06,0,656.63,827.63,174.08,377.06,0,141.78,660.3,231.75,175.5,5878.26,5020.44,21719.4,258.96,2313.92,1113,4523.1,4095,486,2176.8,0,38.5,0,0,671.7,-1.43,197.2,930.92,0,861.22,-70.44,0,139.06,0,0,0,0,1857.6,0,718.55,0,0,15403.2,19671.04,360.6,1996.2,233.92,919.36,0,0,1328.1,75,1200.16,947.84,154.88,0,0,112.2,1495.8,4356.48,233.7,2663.56,500.4,4785.9,1277.12,6171.38,975,2002.75,490.5,1120.84,2947.5,1672.88,439.25,165.3,450.3
"36",201612,0,125.7,1193.7,1863.3,475.54,15647.63,21.75,4316.25,588.3,195,12313.74,55.8,1965.9,5520,1749.3,3127.75,267.6,1945.5,1229.4,0,825.6,3672,0,0,1171.82,264.75,178.2,0,0,0,0,1326.3,7913.4,0,0,0,792,106.92,136.5,347.25,52.36,1592.9,707.88,3552.3,2417.74,112.2,154.7,1435.48,2286.5,576.98,0,0,5936.1,454.92,1114.86,6670.8,96,270.4,192.78,29.92,0,947.25,869.63,175.78,332.52,0,0,346.2,0,0,2698.58,4351.83,19429.8,436.02,4475.52,792.3,1883.1,6556.75,0,223.5,0,42.5,47.77,0,201,0,0,2130.1,0,2056.32,1193.06,75.14,0,0,239.36,77.12,0,635.2,0,0,0,0,16668.9,25231.68,408.6,1572.3,678.98,423.64,0,0,961.2,0,1180.66,1360,468.16,0,0,217.8,1456.5,2871.36,0,1909.44,0,4390.2,1392.3,7824,1684.88,2803.25,351.5,1087.24,2912.7,1558.88,416.25,1065.3,594
"37",201701,0,0,408.3,621.3,982.8,8235.38,0,3152,809.1,110.75,4854.84,109.5,1520.1,5679.25,1308.3,3479.5,162,1487.5,3169.8,288.34,1164.48,3340.88,633.75,90.25,148.46,1384.13,257.76,0,0,0,279.6,793.8,10557.9,0,340.2,1656.32,3465,551.52,507,832.13,157.08,875.84,417.86,3795.9,2866.88,77.86,0,2460.58,3321.8,1603.78,0,0,5339.1,387.6,710.26,4787.2,91.75,241.02,392.36,149.94,0,485.25,1086.38,15.3,2060.06,0,145.52,668.1,235.13,0,5766.4,448.5,1137.3,0,-14.98,216.3,220.2,0,693.3,288.6,0,315.5,0,364.2,468.3,390.32,0,876.86,0,699.38,0,0,0,0,384.96,77.76,0,2488.96,0,0,0,62.5,14754.6,17720,0,1497.3,181.22,469.2,0,0,839.7,135,1217.58,1226.88,267.52,0,0,96.9,1180.2,2811.52,0,0,0,3530.4,343.2,10056.38,0,2564,473.5,2340.8,2406.9,3381.38,497.5,0,221.1
"38",201702,0,54.3,717.6,433.5,286.78,8287.13,47.5,3885,738.6,76.5,7104.24,137.1,1193.1,4105,1041.6,3703.5,174.3,1693,1338.3,147.16,937.92,2848.5,0,0,1652.82,0,0,0,0,0,95.7,463.5,12693,150.9,515.4,0,3031.5,1135.44,0,717.38,163.2,828.24,448.8,2256.6,1473.9,147.56,148.58,1330.08,1810.84,1082.9,0,0,2208.3,0,348.16,1943.78,73.75,408.46,386.58,293.42,0,235.13,350.25,194.48,540.26,139.4,146.88,625.2,0,174.75,4265.3,1232.34,3725.1,100.36,270.08,0,326.7,207.25,298.2,0,165.6,0,0,702.6,56.7,405.96,0,1364.76,0,1577.94,0,0,0,0,0,78.08,0,1883.84,0,194.95,0,115.75,13899,15517.44,394.8,2007.9,278.8,537.88,0,0,489.6,0,1029.68,782.08,273.92,0,0,221.1,1185.6,3368.32,233.7,1001.64,90.6,2892,856.7,5598,0,2285,776.75,314.92,2943,1891.5,367.75,0,0
"39",201703,77.44,163.5,1247.7,1143.6,308.1,16294.13,9,4260.75,1450.8,58.5,7729.38,104.4,1692,5585,2147.7,4539.75,356.7,1564.25,2383.2,176.28,774.72,6507.38,623.25,111.25,2093,0,0,0,0,0,0,0,8946.6,0,0,0,612.38,0,0,0,0,1179.88,986,1077.6,1158.38,182.58,0,1417.8,3084.82,1760.86,0,0,2658.9,565.42,3387.08,136.34,161.75,278.98,195.84,145.86,0,961.13,475.5,172.38,1248.82,138.72,0,519.3,0,87.75,5813.32,1766.4,7647.6,191.88,1090.88,742.5,603.9,58.5,474.6,0,153.3,7.75,0,0,0,0,0,999.6,424.32,150.62,786.42,0,0,93.44,681.6,232.96,72.32,1260.8,0,0,0,172.75,17315.7,18512.32,321,2084.7,123.42,377.74,0,0,987.3,0,1137.76,1174.72,248.96,0,0,110.4,1121.4,6283.52,170.1,1951.6,0,5347.2,2238.6,9366,0,3173.25,526.5,2242.52,2933.4,5519.25,789.25,0,651.3
"40",201704,0,55.8,1131.3,728.1,522.86,14391,0,3923.75,823.2,36,6570.18,174,1883.1,4553,1311.9,3867.75,481.2,1092,2093.1,10.4,668.48,2838.38,0,0,1984.32,632.63,0,104.7,0,0,112.5,0,10092,68.1,308.1,2280,3081,753.84,409.5,1596.38,261.8,635.8,598.4,814.5,1761.88,82.96,52.36,695.98,3316.36,912.9,0,0,1653.9,141.1,3952.84,0,101.25,141.44,0,439.96,0,335.63,823.13,201.62,596.02,0,119.68,887.1,227.25,89.63,2954.26,803.85,10360.2,96.2,1822.72,623.7,1449.3,574.75,0,0,0,91.75,0,0,0,355.98,0,1181.16,0,147.9,0,0,0,0,151.04,0,73.28,1844.16,0,0,0,56.25,12132,19044.16,173.4,884.7,0,59.84,0,0,968.4,0,984.36,906.56,295.68,0,0,199.5,1649.1,2317.44,302.1,1961.8,0,3962.1,722.54,7720.5,432.75,3509.5,180,2712.92,2393.1,2072.63,702.5,0,0
"41",201705,0,146.1,1273.5,600.9,1579.76,12507.38,0,3452,1245.9,288.75,8399.37,28.5,1828.2,5310,1884.6,3659.75,239.1,1428.75,2701.2,250.12,1187.2,6889.88,181.5,0,2911.48,949.5,0,318,112.8,0,749.7,2160.9,12659.4,76.2,302.1,0,2736.38,0,0,0,261.8,807.5,914.94,1566.3,1492.6,302.26,0,1129.48,3185.46,123.76,59.84,194.14,1041.3,176.8,3469.36,0,139.75,449.8,0,-2.04,0,1028.25,647.25,147.56,1386.18,74.8,77.52,302.7,79.13,0,7186.58,1552.5,13122.3,366.6,2560.96,499.8,1458,3340.5,0,0,311.1,2.5,26.45,0,0,48.62,0,3922.92,0,891.82,396.78,1175.72,0,0,316.8,156.8,0,2250.88,0,0,0,518.25,12585.9,20488.32,369,893.7,227.8,119.68,0,29.92,954.3,0,1066.26,977.6,312.64,0,0,222.6,1389.9,1871.68,0,973.08,0,6300,1656.2,8892,329.25,4092,510.25,2435.16,1787.4,4268.63,669.5,0,0
"42",201706,0,52.2,901.2,529.8,772.2,14131.13,0,4126.5,1142.7,72,8741.61,198,1960.2,6114,1656.6,3596.5,345.3,1578,2170.5,262.08,1120.64,5797.88,476.25,0,1934.14,0,0,0,0,0,0,0,8948.7,0,198,0,0,0,0,0,0,1458.6,772.14,3492.3,742.56,0,78.54,656.54,660.62,0,790.84,622.2,2812.5,309.4,3507.1,208.08,93.25,458.12,0,0,0,757.13,861,243.1,573.24,72.76,212.84,805.8,146.25,168,4771.22,2346.69,9273.9,209.3,1114.56,787.8,1375.8,2963.25,373.5,0,575.1,47.5,0,39.3,1002,98.6,196.18,2503.08,0,208.08,899.98,1916.58,2061.76,0,157.76,77.76,0,1875.2,0,170.1,146.88,272.75,13869,12676.8,136.8,1164.3,286.62,113.22,287.98,345.1,480.9,0,1130.74,1039.36,217.92,0,0,259.8,678.3,1844.16,56.7,569.5,0,5417.7,703.56,7784.25,0,2857.25,500,1815.24,2418.3,4499.25,995.5,136.8,485.4
"43",201707,0,142.2,775.2,516,996.58,13112.25,0,2944.5,965.7,136.5,11084.16,50.1,2061.9,4875,1454.7,4152.25,285.6,1124,1562.1,341.64,1365.44,5958,0,0,3319.16,742.13,148.32,0,0,30.9,90,326.4,10078.2,0,-0.3,1671.68,1992.38,0,245.25,602.63,132.94,1208.36,1047.2,4693.5,1095.14,157.76,0,395.42,262.48,247.52,1263.78,2100.18,3958.8,463.08,5177.18,0,179.4,647.66,0,0,0,837,1014.75,193.12,393.72,0,148.92,1078.2,238.5,0,5608.3,1797.45,10565.84,165.36,1331.2,390.6,2054.4,2434.75,0,1206.3,879.3,39.25,406.38,3020.7,0,1562.98,0,1009.12,4745.04,3659.08,0,294.1,249.56,0,153.6,0,79.04,1267.2,0,387.85,0,291.5,11376.6,13180.8,324,1587.9,113.9,130.56,523.94,519.86,986.4,0,686.4,858.88,174.4,0,0,168,1568.4,4509.44,102.9,2942.7,0,4297.5,1729,9909.38,1016.25,2390.1,461.75,1240.68,2343.3,3034.5,522.75,0,0
"44",201708,0,54,408.6,515.1,48.88,10080.38,0,3367.5,513.3,163.5,11026.2,166.2,1647.6,5508.5,1964.1,3758.75,126.9,1717,2053.8,125.06,253.44,3925.88,0,0,1941.68,568.13,0,0,0,0,274.5,2727,8428.8,154.8,185.4,502.72,866.25,512.64,466.13,671.63,209.44,1166.54,299.2,4375.2,939.08,114.58,0,0,506.26,0,1256.3,2990.98,5866.2,0,1150.56,76.16,91.78,439.92,0,440.98,466.13,220.13,513.75,0,200.6,0,0,779.7,0,0,5697.04,3014.61,8870.34,217.1,2376.32,567,1728.9,3153.25,2405.7,0,0,0,629.74,2088,553.2,0,1068.62,590.92,10873.2,2300.44,3204.84,1198.84,440.98,0,233.92,78.72,0,1243.2,0,0,0,409,12867.3,19472.64,259.5,1920,164.56,117.3,249.56,709.24,236.1,0,1103.7,1207.04,312.96,432.75,8.25,219.3,1406.1,2181.12,235.2,940.44,0,4447.5,608.66,8701.5,0,1918,523.25,1181.04,1765.2,816,222.25,151.2,450
"45",201709,77.12,132,842.7,254.7,95.68,10409.63,0,4434.75,995.1,216,7817.7,105,2102.1,4514.75,1327.2,3603.25,277.8,1487.75,1623.6,15.86,1111.36,2322,243.75,0,2712.58,161.63,285.12,0,0,0,0,2140.2,7362.3,0,0,1615.04,0,0,0,0,157.08,933.98,112.2,4960.5,1009.12,225.76,78.54,0,562.36,145.52,761.26,2372.86,6364.5,280.16,9571.68,199.92,92.04,204.36,0,0,0,463.13,439.88,0,549.44,0,148.58,555,0,168.75,4340.78,1362.75,11003.68,425.88,1356.8,924,1087.8,2595.75,44.7,0,0,0,232.53,0,1293.3,0,0,592.28,2713.88,4172.48,0,887.4,1385.8,0,466.88,153.6,0,1240.32,0,390.25,572.56,183,14157.46,19522.56,267,1635.6,85,0,322.32,668.44,0,0,1173.12,1631.68,464.64,932.25,0,152.1,1153.8,5618.88,623.1,7694.2,0,4518.3,249.86,8368.88,0,1880.5,166,2609.6,2357.88,2199,334,18.9,644.4
"46",201710,0,69.9,866.7,264,0,7856.25,0,2420,1126.8,174,4276.62,27,1800.9,4677,1287,3313,166.5,1299.25,1836,151.84,629.44,3439.13,292.5,0,676.26,441.38,1.8,0,0,0,0,0,8760,0,0,0,1795.88,527.76,0,0,178.84,650.08,37.4,3606.3,2040.68,211.14,26.18,0,1713.6,362.1,2122.28,1630.3,7563.9,432.48,6938.38,474.98,88.14,363.74,362.78,298.18,0,443.25,547.88,382.5,1304.24,0,290.36,241.2,242.63,0,4389.06,3467.94,12218.4,241.54,931.84,920.7,1898.7,2566.75,377.4,360.6,0,0,0,0,1071.3,391.68,0,1766.3,0,143.48,0,2064.48,4475.76,0,0,0,0,1180.8,153.92,0,0,700.5,14633.1,19438.08,359.1,1779.6,397.46,0,515.44,651.1,-72,0,1117.22,741.44,230.08,2370.75,0,198.3,1591.8,2040.32,0,967.3,0,6206.7,197.6,7742.25,0,2476.25,627,2432.92,1781.12,2475,232.25,0,0
"47",201711,0,103.5,547.5,173.76,0,9446.63,0,2757,974.7,153.5,6298.32,131.7,2179.5,4105.25,1053,3396,432,2109,2055.3,83.2,1697.6,4006.88,0,0,2665.52,556.5,0,114.3,0,0,285,1118.4,10886.7,0,0,557.12,2935.5,286.92,206.25,585,209.44,971.72,448.12,5055.3,1537.82,201.28,56.1,0,1361.02,452.54,1156.68,1674.16,8514.3,119.34,7482.04,140.42,160.68,390.26,357,405.62,0,0,645,296.82,886.72,147.56,0,553.2,0,39.75,5788.5,2705.49,13885.9,216.76,1701.44,637.5,2560.8,2413.75,583.8,28.8,0,94,0,0,1708.5,0,0,1688.1,0,148.24,1061.48,0,1914.54,0,153.28,69.76,0,1213.44,0,380.8,0,169.75,17181,14576,452.1,1700.7,0,0,411.4,1049.92,0,0,1029.6,591.36,374.4,2213.25,0,120,1380.3,6318.08,0,299.2,0,6683.7,1025.18,9275.25,355.88,2040.75,424.5,2854.88,1698.46,1598.25,458.25,113.4,562.5
