"","date","950272PC080500FIS","950272PC091500NIS","950294PC050500FIb","950294PC051000AIb","950294PC051000FIb","950294PC051000JIb","950294PC070250FIb","950294PC070300FIb","950554PC020500AIb","950554PC021000AIb","950554PC031000AIb","950554PC070200AIb","950554PT070200AIb","950554PT070250AIb","950574PC051000JNo","950978PC091500JBe","951063PC030500AIb","951063PC030500FIb","951063PC031000AIb","951063PC031000FIb","951063PC031100AIb","951163PC020500JIS","951163PC021000JIS","951203PC010250JIS","951203PC021000JIS","951203PC030500FIS","951203PC070250FIS","951203PC070250JIS","951203PT021000JIS","951220PC051000NIb","951278PC070250JNo","951643PC042000FNo","951643PC050500FNo","951643PC051000FNo","951643PC060300FNo","951643PC060400FNo","951643PC060500FNo","951829PC031000AIb","951829PC091500AIb","951953PC050500AIS","951953PC051000AIS","952026PC010150JBe","952026PC010200JBe","952026PC010250ABe","952026PC010250JBe","952026PC031000JBe","952026PC051000JBe","952026PC081000JBe","952026PC091500JBe","952026PT081000JBe","952028PC051000ABe","952028PC051000FBe","952028PC051000JBe","952028PC060500FBe","952029PC050500FBe","952029PC050750FBe","952029PC051000FBe","952063PC021000JNo","952160PC070150JBe","952160PC070200JBe","952211PC030500AGe","952211PC030750AGe","952211PC031000AGe","952297PC031000JNo","952297PC042000JNo","952297PT020500JNo","952297PT021000JNo","952339PC021000JNo","952429PC031000JIb","952429PC042000JIb","952429PC070200JIb","952429PC081000JIb","952429PC091500JIb","952448PC021000JNo","952448PC042000JNo","952554PC010200JIb","952554PC031000AIb","952554PC031000JIb","952554PC091500JIb","952566PC030500AIS","952566PC031000AIS","952570PC060200FIS","952570PC060250FIS","952570PC060400FIS","952570PC060500FIS","952573PC051000AIS","952700PC050500AIS","952700PC051000AIS","952700PC051000FIS","952753PA060300RGe","952753PH060300RGe","952753PH060400RGe","952764PT070200AGe","952764PT070350FGe","952913PA060400RIS","952913PA060500RIS","952913PE060300FIS","952913PE060375FIS","952913PE060500FIS","952913PH060200RIS","952913PH060300RIS","952913PH060400RIS","952913PH060500RIS","952918PT070200ANo","952918PT070300ANo","952918PT070350ANo","952944PC042000JNo","952944PT021000JNo","952980PC031000JNo","952980PC042000JNo","953065PC010200AGe","953065PC030500AGe","953065PC031000AGe","953065PC050500AGe","953065PC050750AGe","953065PC051000AGe","953065PC060200AGe","953065PC060350AGe","953065PC060500AGe","953065PC060500FGe","953065PC070200AGe","953065PC070250AGe","953065PC070330FGe","953065PT070200AGe","953065PT070200FGe","953065PT070250AGe","953065PT070330AGe","953068PC030500AGe","953068PC031000AGe","953072PC031000AIb","953082PC031000AIb","953148PM100500JIS","953148PM100750JIS","953148PM101000JIS","953250PC030500ANo"
"25",201601,761.7,1410.2,0,20.16,2458.5,1586.56,232.56,347.14,861.9,3428.1,4220.4,0,0,0,0,1188.5,296.1,296.4,10858.8,889.2,0,0,822.9,3400.96,0,0,0,939,1458.6,0,0,0,411.84,150.3,0,444.38,721.48,2681.4,1919,0,0,323.2,5451.52,0,4769.92,10273.2,2860.8,4610.9,1857.39,153.6,226.24,1109.76,0,1822.06,1184,0,1138.56,437.4,501,3599.25,0,0,71.1,2129.1,1019.46,50.4,740.7,828.3,0,479.18,1628.25,2030.4,673.25,71.4,194.74,11883.52,0,1295.4,4208.12,0,9993.9,0,0,0,0,0,168.96,230.4,78,0,0,0,1167,0,6192.2,746.9,0,0,0,0,0,0,0,676.13,1775.25,1115.25,1379.04,8197.8,0,652.08,8770.47,92.1,7137.6,3455.36,0,1471.36,2102.63,5407.13,1173.6,364.48,7125,409.5,214.2,657,306,0,0,364.5,4100.7,0,0,0,0,0,945
"26",201602,565.8,585.8,0,0,1937.7,690.56,915.28,1876.8,24,2447.1,5779.5,0,0,0,390.72,386.25,292.8,0,4925.7,0,0,0,255,2330.24,0,300.3,0,0,519.9,77.44,1379.63,89.96,277.12,75.3,0,144.5,148.58,5172.6,1553.5,0,229.76,478.72,3244.8,0,4689.92,8414.1,1708.16,4080.5,1817.5,230.4,60.48,897.92,0,415.48,932.48,92.48,1155.52,400.5,68.25,2097.38,0,0,0,1617,1948.7,588,3161.1,0,434.7,1644.24,1632,1507.2,745.5,0,0,11224.32,0,933.9,4587.19,207,7898.1,0,192.1,0,1751,0,0,230.08,0,1617.35,0,0,2804.25,170.25,3250.1,1200.15,0,0,0,0,0,0,0,0,0,0,966.16,5853.9,528.6,1019.72,11547.75,243,6565.2,3637.44,0,1387.2,3156.38,5885.63,1090.08,534.82,7405.88,239.63,0,0,175.5,97.5,0,226.8,5373,0,0,0,0,0,2771.4
"27",201603,883.2,1297,92.16,0,1313.4,464,0,1888.7,850.5,4434,5751.6,0,0,0,0,1178,94.5,0,9956.4,462.6,0,0,1110,1592.32,0,0,471.38,459.75,2254.5,268.48,0,406.12,883.84,234,197.54,441.66,446.08,3871.5,287.25,0,0,532.48,7804.72,0,4455.68,8824.2,1718.4,3750,1606.5,232.8,265.6,1861.12,0,1600.72,712.96,0,152.32,0,388.5,3841.88,455.1,181.2,177.3,2770.2,2291.12,1231.5,4378.8,0,876.9,1476.02,2814,2470.5,533.75,420.3,41.6,12890.56,0,1375.5,5113.38,298.2,8412.3,0,202.64,600.78,2210.34,0,90.56,77.12,0,689.5,0,0,2092.13,438,8083.25,2171.75,0,0,0,0,0,0,0,295.5,885.75,1178.25,1601.6,4958.1,527.1,1695.46,18753.51,224.1,8586.6,2155.52,80.96,1605.76,3033.38,5913.75,1012.32,1005.38,8258.63,0,26.18,532.88,414,97.5,0,571.2,5351.4,0,0,0,0,0,2740.2
"28",201604,1502.7,938.74,0,0,1604.7,771.84,226.44,0,0,2924.7,3460.2,0,0,0,156.8,792.75,103.5,0,14245.8,161.1,0,0,1869.9,6464.64,222,0,0,237,1422,0,469.13,95.16,171.52,75.3,198.22,100.98,282.88,1072.5,0,0,0,724.48,10289.76,0,6135.68,15755.4,2289.28,5201.12,2539.25,254.4,97.92,1633.92,0,1221.62,838.08,0,532.16,445.2,383.63,5255.63,0,0,0,1736.7,1939.6,0,5213.4,738.9,520.5,1184.56,4509.75,2009.1,1551.5,60,291.72,9895.04,0,906,4034.5,0,9296.4,0,0,0,0,0,0,77.44,68.7,885.85,0,0,0,358.13,2747.15,1349.6,393.38,857.14,445.74,0,0,859.25,0,468,172.13,783.75,1478.62,6994.66,1534.2,667.94,18832.17,320.4,6965.1,4399.36,0,867.2,2121.38,6064.88,1120.68,341.7,7754.63,385.5,0,112.88,120.75,49.5,43.88,402.3,4638.3,0,0,0,0,0,1417.5
"29",201605,0,967.25,0,0,1149.9,957.76,916.3,177.82,759,2923.2,4737.6,0,0,0,231.04,802.25,0,0,11099.1,0,0,0,472.5,5093.76,146.4,0,0,701.25,2332.8,232.64,951.75,212.68,362.24,0,0,587.86,426.02,4236,1159.5,15.36,230.4,1017.6,8211.46,0,6755.2,12467.1,1690.88,3979.5,1891.68,282,221.76,1665.28,0,962.88,466.88,0,1028.16,387.3,68.25,1921.88,0,0,0,944.4,2302.82,96,3800.4,71.4,963.6,937.82,4527.75,2113.5,996.75,0,0,13354.82,176.1,1311.3,5473.25,271.5,9013.5,0,201.62,443.02,1797.92,621.44,0,540.16,0,1063.3,0,0,1921.88,0,11383.75,1149.4,0,0,0,0,0,752.15,244.65,468,0,529.88,1282.06,5877.6,1926,1014.78,17760.6,380.1,7709.44,2228.16,90.88,987.2,2295.75,5704.13,1374.84,145.86,8231.25,189.75,119.34,302.25,476.25,0,125.25,583.2,5662.5,0,0,0,0,0,1683
"30",201606,229.8,1286.5,0,0,1526.1,621.44,684.08,1732.64,875.7,2916.9,5789.4,0,0,0,0,785.25,310.5,0,6946.2,81,0,0,774.9,4676.52,74.4,1251.3,236.25,0,1789.8,0,0,414.7,171.52,77.7,0,147.22,0,2841.6,2629.25,0,0,535.92,10175.99,0,6701.48,14591.7,2206.08,6540.9,2547.25,267,203.84,2274.56,0,1035.3,1384.96,89.28,808.96,350.1,469.88,2113.5,0,0,172.8,2724.6,2683.72,836.7,2894.1,0,528,1200.68,4219.13,817.2,924.5,395.7,207.22,7103.17,87.3,1377.9,3499.5,0,10516.8,0,0,0,3435.7,153.92,0,78.4,0,0,0,0,2705.25,372.75,2259.95,1608.6,0,0,0,150.85,0,677.25,449.05,199.5,4482,916.13,793.78,3182.4,2126.1,1004.9,14054.61,312.6,8058.3,2972.16,88.64,1749.12,1427.63,4712.63,1190.88,455.26,6523.5,244.88,92.82,124.88,643.88,146.25,0,520.8,6297.9,0,0,0,0,0,1989
"31",201607,785.7,953.5,0,0,4872,473.28,928.2,1076.44,0,1967.7,6733.5,0,0,0,474.88,408.25,0,295.5,13169.4,249.9,0,0,409.5,5173.62,282.9,0,0,784.13,3820.2,73.92,0,48.36,355.84,0,0,279.48,0,1048.5,396,280.64,0,531.25,9830.58,0,6163.18,13017.6,2271.36,5794.1,2056.73,338.4,228.8,1437.12,0,1196.46,1088.64,91.52,779.2,209.4,0,2071.13,0,0,0,1652.1,1708.98,799.8,3537.6,0,1248.9,1299.48,4260.75,1579.2,1260.75,0,0,10751.59,152.1,2061.6,5795,312.6,9038.7,183.94,0,142.12,153.68,0,0,157.12,156.3,689.5,0,0,2047.5,351.38,3018.05,0,0,3639.02,2495.6,0,674.45,1009.05,0,929.25,3544.88,736.88,292.24,4901.4,2118.6,1988.48,14594.19,287.4,6470.4,3465.28,0,1494.4,3728.25,4324.13,978.84,209.44,7100.63,137.25,94.86,0,312,134.25,0,248.4,6376.2,0,0,0,0,0,1946.7
"32",201608,0,1279.25,0,0,2617.5,474.56,0,0,889.5,3935.1,7392.6,0,0,0,0,1186.25,0,98.1,9746.7,878.1,0,0,838.8,2153.49,216.9,0,0,152.63,1990.5,0,0,98.02,0,465.6,0,0,756.5,2078.4,1364.25,0,0,358.8,10136.95,0,6217.87,15660.6,2634.56,3159.9,2237.25,478.5,427.84,1587.52,0,1764.6,659.2,0,634.56,0,234,3435.75,0,0,0,1182.6,1053.26,832.2,1983.3,0,531.3,1463.02,3736.88,2057.4,917.25,0,0,10179.84,0,998.4,7690,0,9275.7,0,0,1089.02,1951.26,0,0,223.68,0,982.8,0,0,3808.88,0,1220.8,450.1,0,0,0,0.35,0,5603.15,2255.05,232.5,2495.25,1281,1937.52,7790.4,1014.3,1002.3,17481.84,418.8,7837.5,4080.64,0,1085.44,1986.75,4948.88,1113.84,0,7608.75,48.75,39.78,0,707.63,354.75,0,368.1,6332.4,0,0,0,0,0,1751.4
"33",201609,813.6,950.25,82.24,0,4437.6,546.56,1781.6,4540.7,842.4,1473.9,2119.2,0,0,0,156.48,408,0,0,6991.5,229.8,0,0,897.6,4995.6,120,0,214.5,225,2126.7,230.72,0,0,558.4,291,0,729.64,289.68,2305.8,1546.75,0,0,1059.33,7958.46,0,5998.86,14868.3,2304.96,5064,1807.75,315.6,605.76,631.68,0,1062.84,1218.88,0,944.64,428.1,227.25,1927.5,0,0,0,1651.8,2321.8,66.3,7121.4,589.8,960,1648.4,2959.13,2097.3,1208.5,0,0,8717.11,113.4,1153.5,4407.5,0,8054.7,396.1,194.48,690.2,2915.16,313.6,0,156.16,0,0,231.7,0,3800.25,171.75,3153.5,1972.95,0,0,0,226.45,0,1571.15,357.35,471,7612.88,717.75,530.14,6522.3,1021.5,993.46,12711.87,663.9,7304.4,1350.4,0,975.36,2338.5,4767.38,1424.88,85,6954,181.13,0,117,635.25,97.5,0,859.2,6360.9,0,0,5.6,0,63.56,2700
"34",201610,0,979.5,0,0,3405.9,237.12,932.96,1591.88,1074,2136.9,3729.3,0,0,0,231.68,1187.25,289.5,291.6,6859.5,857.4,0,0,449.1,3874.35,112.2,104.1,493.13,429,1878.3,152,0,196.04,456,392.1,192.44,0,587.52,0,0,0,0,905.28,9574.81,20.01,7285.71,11614.2,1847.36,5568.6,2138.25,114.9,331.2,1474.24,0,1095.82,1023.04,171.2,1892.16,370.5,136.5,1339.5,0,65.4,434.1,1764.3,2199.34,72,7051.2,0,347.4,1298.7,3942,1818.6,1007,136.5,96.98,7810.8,81,187.5,3276.5,322.8,10867.2,0,0,168.3,1951.84,309.44,91.84,311.36,232.2,136.15,1251.6,0,4233,176.25,2030,215.6,0,0,0,323.4,683.55,1957.55,207.9,942,2979.75,663.75,973.18,4895.7,1566,1017.9,5046.66,264.6,6913.2,4306.56,0,939.2,2854.13,5038.13,1023.12,359.04,7905.75,227.63,0,113.25,715.5,180.38,0,48.6,6894.6,0,0,0,0,30.24,2496.9
"35",201611,0,960.25,0,152,3345.3,475.2,233.24,2413.32,1193.1,2264.1,11126.7,0,0,0,0,493.5,131.7,0,8364.6,1218.6,0,108.9,816.3,4026.15,0,0,238.88,2806.5,4170.3,0,0,0,474.88,224.1,0,271.66,0,1150.2,391.75,0,0,823.86,9320.52,0,3784.65,13570.2,3862.4,4704,1895.5,614.4,449.28,1672.64,0,1535.1,1217.6,92.16,1545.92,431.7,440.63,1705.88,0,0,0,1429.8,2366,216,4479.9,0,263.4,1841.58,2479.5,2932.8,736.25,0,0,11240.1,0,975.9,4936,0,13020.6,0,0,292.74,2247.06,0,0,156.16,0,597.45,0,0,2980.13,274.88,2037.35,917.35,336.6,0,0,991.2,0,4861.5,2165.45,117,731.25,1366.13,2440.62,8194.8,1565.4,664.3,2082.42,185.7,5482.8,1879.04,0,1925.44,2574.38,6451.13,1231.2,966.62,7655.25,48.75,0,351,698.63,0,174,97.2,7838.7,0,0,0,0,454.72,2765.1
"36",201612,1014.9,1754.5,0,0,3239.7,231.68,1629.62,2624.46,352.8,8444.4,12175.8,0,0,0,234.88,402.25,305.7,0,6147.3,1247.4,0,0,371.4,2990.46,0,306.6,0,0,10358.4,25.28,472.5,0,181.76,311.4,0,0,296.82,2292.3,0,0,0,1257.87,9927.72,0,12640.8,16287.6,1244.48,4156.8,2123,57.9,315.84,1353.28,0,1216.86,935.04,93.44,767.36,0,315.38,2634,0,0,0,5637,4129.84,358.8,7636.8,0,268.5,331.5,3010.88,1597.2,881.25,0,0,9235.65,81,620.4,4089.25,54,14775.9,0,0,0,1902.98,315.52,0,465.92,0,-13.65,1747.55,0,2943,0,499.1,0,82.28,0,0,276.15,0,3461.15,662.55,406.5,1286.63,897,937.3,6879,2075.1,2000.18,5863.62,434.1,7322.4,4989.76,0,1769.28,1154.63,7267.5,1118.16,419.9,7874.25,421.13,173.06,1771.5,937.5,0,0,624.3,8109,0,2441.4,0,0,485.32,3260.1
"37",201701,785.1,628.75,0,0,3237.9,1176.96,469.54,1917.26,869.7,987.3,4658.1,0,0,0,230.08,407,0,0,7745.7,89.4,0,0,461.7,4282.83,0,0,0,0,124.5,0,476.63,47.84,272.96,155.7,0,584.8,288.32,873.6,392.25,0,0,645.84,4685.79,0,5484.12,12336.3,2525.76,5178.6,2314,95.7,72.32,1018.24,0,798.66,1482.56,93.44,1245.76,215.7,273,1369.5,48.6,0,0,419.1,869.96,0,1176.9,0,342.9,1226.68,3169.88,2733.6,1322.75,73.5,114.4,6258.99,0,471,3037.75,258.6,7237.2,0,580.04,449.14,4141.2,0,0,0,0,0,2126.25,0,3786,0,71.05,199.15,0,0,0,781.55,138.6,5416.95,2040.85,234,3115.88,429,1058.46,6711.9,1000.2,976.82,12331.68,205.2,6001.8,660.16,0,782.08,3738,2554.13,584.64,285.26,1990.13,0,0,58.5,234,341.25,0,965.1,6741.3,0,1213.8,0,0,458.92,2249.1
"38",201702,0,329.75,0,0,2739.9,316.16,478.38,889.78,964.8,1374.3,6268.8,0,0,0,0,686.5,0,0,5664.3,0,0,0,927,3205.05,0,317.1,0,696.75,623.7,75.52,0,93.6,464.32,0,0,146.88,512.72,618.9,961.25,0,73.6,0,4111.02,10.35,6067.86,12287.1,1035.52,3018,652.75,245.4,205.12,905.28,0,1132.88,929.28,186.24,924.48,462,700.13,2338.88,0,0,0,993.3,1162.46,48,1717.8,0,443.1,995.54,2285.25,1435.5,1693.75,0,0,6315.57,0,744.2,1595,0,11136.9,196.52,0,0,549.78,0,0,79.04,0,0,1251.6,305.2,1865.42,357.75,0,0,0,0,0,269.5,5.6,3982.3,2019.5,409.5,1739.25,789.75,1591.98,6419.1,1859.4,667.16,20114.19,98.4,5598.9,3106.24,0,1069.12,2233.13,4457.25,1151.28,450.5,5264.25,233.63,0,178.5,1134.38,170.63,0,388.8,5072.1,0,2369.4,0,162.4,1503.6,3229.2
"39",201703,918.9,1559,0,0,1765.2,706.24,480.76,341.02,331.2,2649.9,4749,0,0,0,235.84,880.25,110.1,0,2723.1,248.1,54.6,0,968.7,1434.51,375.6,0,0,0,862.2,0,0,293.8,94.08,157.5,0,564.4,436.9,1347.6,0,0,0,1671.18,7267.77,0,11136.6,13027.2,2247.36,3321,2569.5,375.6,120.96,2325.44,20.16,1128.46,1151.36,91.2,1305.6,0,658.88,3192.75,0,0,349.5,2617.2,2581.8,173.4,4584,0,0,1060.28,4594.5,1725,732,0,0,9588.93,0,442.5,4691,240.6,11621.1,0,0,0,1942.42,391.36,0,393.92,219.6,0,730.45,0,3223.5,0,0,0,0,0,0,615.65,0,5971,2513.35,0,0,0,2132.52,6067.5,1553.7,1010.1,4301.46,503.1,6142.8,2180.16,0,1338.88,2606.63,6574.13,1576.08,425,6351,195,175.44,2356.13,231,192.38,168.38,734.4,4996.2,0,4250.4,0,75.24,1760.08,2071.5
"40",201704,0,934.25,0,0,938.7,395.52,222.36,344.76,880.8,933.6,3664.2,0,0,0,158.08,128.75,108.3,0,8786.7,652.8,0,0,935.4,3568.68,0,629.4,0,244.13,1275,234.88,0,445.38,546.56,0,391,0,144.84,1413.3,964.25,0,219.2,592.71,8510.46,0,8630.52,10741.2,1725.76,3884.7,1928,205.2,213.44,1615.36,40.32,998.24,284.8,0,621.76,0,204.75,3801.38,0,0,0,3423,2147.08,168,2755.5,0,0,1044.16,3532.88,1420.8,1284.75,0,0,5665.59,351,305.1,2899.75,174.3,9144.3,200.94,0,295.12,1588.82,0,95.04,153.28,152.7,0,107.45,561.75,3219.75,357,0,0,0,0,0,385.35,0,4324.6,951.65,0,0,0,840.84,3676.2,2089.2,1677.52,1215.78,425.1,6319.5,3849.92,0,1266.56,2878.13,5572.5,979.56,0,4687.5,38.25,39.78,232.13,0,698.63,0,678,3143.7,0,3031.5,0,439.6,746.76,681.3
"41",201705,0,1620,0,0,1164.9,1010.88,226.44,979.88,866.7,1448.4,4703.4,0,0,0,314.56,0,103.5,374.4,7782.9,0,0,0,475.8,2208.69,90,0,107.25,239.63,1538.4,157.44,0,0,0,0,0,0,0,1694.1,0,0,228.16,1099.86,7127.7,0,7026.27,11798.4,1896,4026.9,2030.5,525.9,232,2240.96,36.48,1006.4,352,0,557.12,406.2,0,2364,0,0,-48.6,3083.58,2639.52,162.9,2778.9,526.5,0,852.8,3312.38,2830.5,990.25,294.9,130.78,4075.14,0,267.3,2781.25,107.4,13962.3,0,0,452.88,1437.18,155.84,0,553.28,0,0,353.5,0,3180.38,0,0,0,0,306.34,598.4,2387,0,9971.15,1559.6,0,-5.25,0,1234.48,6872.4,2058.6,2340,8310.36,214.5,8495.4,2926.72,0,1822.08,3431.25,5041.13,1162.8,453.56,5809.5,0,130.9,0,240,230.25,0,386.7,3162.6,508.8,3653.1,0,243.32,1194.48,1190.7
"42",201706,0,636,0,0,1649.1,237.12,448.46,1018.64,864,1446,3064.5,0,0,0,0,0,104.4,0,4386.3,0,0,0,738.9,3779.82,661.5,0,122.63,945.75,1760.7,0,0,144.3,185.28,0,0,0,608.94,2131.5,1961,0,228.8,720.36,9621.36,0,4918.32,11777.4,2904.96,4312.2,2306.25,372.3,270.72,1907.2,56,426.7,1030.08,0,1097.92,0,136.5,2241.75,0,0,0,2073.9,1762.8,0,5303.1,0,0,1458.6,4564.5,1304.7,1318.25,0,0,4175.88,0,16.2,6491.5,214.2,12822.3,0,0,0,987.36,0,0,158.72,77.4,0,1065.33,0,2307.38,538.13,0,0,0,0,0,584.5,614.6,5321.05,2100.7,0,0,0,2314.26,13197,1491.9,662.74,4798.95,829.2,5826.9,3995.2,0,1029.76,1630.13,5455.13,979.92,1.7,6180.75,241.13,0,2127.38,240.38,226.88,174.38,940.2,5145.6,1039.5,4724.7,0,236.88,2092.72,617.1
"43",201707,788.1,1287,0,73.28,2470.2,260.48,243.1,866.66,0,1804.5,6204.9,234,103.88,160.88,157.76,0,316.5,0,6378.6,0,0,0,901.8,3817.77,73.5,0,0,1602.38,2105.4,319.68,0,225.94,264,0,0,445.4,384.88,0,359,0,0,387.09,9967.05,0,8856.84,13114.8,1462.08,3906.6,2081.25,378.6,553.92,1237.12,20.16,1239.64,628.16,0,313.28,0,260.25,3436.13,0,0,0,1208.16,2340.26,167.1,3438.9,860.7,0,1711.06,3825.75,2154.3,901.75,0,0,6307.98,261.9,683.1,4486.5,215.4,9029.82,0,0,0,2132.14,0,0,393.92,0,0,0,192.5,3823.5,0,0,0,0,3690.36,0,161.7,10.5,8313.9,693.35,0,0,0,602.42,3465,1572.9,986.44,5150.85,276.9,5517.9,2076.48,0,1465.92,3078,3426,1038.6,0,3080.25,0,165.58,0,470.63,0,0,726.6,4389.3,0,4614,0,577.92,2061.92,2371.5
"44",201708,0,639.5,91.84,0,3250.8,467.2,1118.6,1807.44,1168.5,1950,4622.7,0,0,0,157.44,0,0,290.7,6948,418.8,0,0,457.8,7371.96,45,301.2,231,1177.88,3655.5,79.68,0,-34.58,0,155.1,0,301.92,1635.06,3202.5,606,279.68,0,982.56,11035.86,0,8298.63,12958.8,1618.88,4420.2,2475,372,473.28,1262.4,181.44,1913.52,2178.56,1484.16,615.04,486,204.75,1706.25,0,0,0,991.72,2240.94,168,4665.3,730.2,0,1509.82,1918.5,3768,983.75,0,0,6482.55,35.4,176.1,4154.5,206.4,13778.86,0,0,1028.5,2248.76,428.16,0,78.4,79.5,0,1149.05,0,3768.38,0,0,0,0,0,2357.22,0,0,5204.5,1927.1,0,0,0,867.36,6046.2,1801.2,1331.72,8215.14,227.4,6705.9,3803.2,0,1325.44,1800.38,5608.88,916.2,0,4434.75,0,0,0,847.5,229.13,0,630.6,4082.7,531.3,4446.6,18.2,70,1482.04,2121.6
"45",201709,796.2,1260.75,88.32,0,2918.1,2113.6,453.56,2885.58,863.7,1464.9,2575.78,2142.38,2872.88,0,234.56,0,209.4,0,3871.2,0,0,0,468,2812.44,95.1,0,481.88,475.5,3156.3,76.8,0,0,0,0,0,745.62,412.42,1273.92,390.5,0,0,810.06,10186.47,0,7265.7,11915.1,2216,3821.4,1785.75,330.6,241.92,1147.84,161.28,1442.96,92.16,2314.24,234.88,0,273,1262.63,0,66.6,306.3,1659.2,1906.84,228.3,6049.2,0,0,890.24,1687.13,1532.4,568.75,195,187.98,12317.88,0,58.5,3394.25,205.44,11629.14,387.6,0,2197.08,2573.12,154.88,0,0,0,0,0,0,4549.88,720.75,0,0,0,0,0,749.7,92.4,5148.15,173.7,0,0,0,282.1,5385.3,516.9,1526.72,7245,259.2,5299.5,2536,91.84,1194.24,1723.5,3678.75,1123.2,0,4574.25,146.25,177.48,236.25,821.25,0,0,537.9,5672.78,0,2007.9,7,171.36,1687,1960.2
"46",201710,0,329.75,0,155.2,7915.2,0,1837.36,3363.62,895.8,2914.2,4068.3,2815.5,4150.88,0,224,0,102.6,0,5075.1,0,0,110.1,867.3,1826.43,295.8,0,0,210.38,1983.3,77.44,0,190.06,0,0,0,0,1483.76,376.64,0,0,0,1227.51,10024.32,0,5193.63,12048.9,2282.56,2165.1,1820,172.2,642.56,1269.12,92.48,1750.66,545.28,1836.48,245.12,490.5,315,1992,0,0,0,1664.64,1437.54,72,3689.4,450.9,0,1559.74,2800.88,1838.4,990.25,0,0,6603.99,0,346.4,4205.75,0,10762.24,0,97.24,0,920.72,0,0,548.48,76.2,102.2,717.5,38.5,1911.75,0,0,0,314.16,0,0,337.05,0,4082.4,1057,0,0,0,1167.92,6456.18,954.9,332.54,3440.34,249.6,4076.7,3445.76,0,1619.2,2670.38,6524.25,1327.32,0,5329.5,93.38,143.48,0,233.63,429,0,1156.5,5493.54,2546.6,1867.2,0,528.64,2857.12,2513.4
"47",201711,790.2,1197.25,0,753.92,4638,441.28,584.8,3993.3,828,3315.6,8083.5,889.13,235.5,0,0,0,315.9,0,6785.7,0,70.5,0,970.8,2895.93,0,0,1729.5,714,659.4,38.72,0,49.4,0,0,200.94,285.6,290.7,2702.22,1180.5,0,0,735.54,5575.2,0,2535.06,14649,1952,4560.9,1512.75,121.8,482.88,1582.72,207.36,3237.48,855.36,1316.8,816.64,337.2,597,1994.63,0,0,0,3682.88,2863.9,0,4593.9,0,0,587.86,3346.88,1355.1,913.25,0,0,3638.37,15.6,278.8,2710.25,288,12903.68,0,297.84,1126.76,2372.18,309.44,0,0,591.3,0,120.05,0,3492.38,0,0,0,0,0,0,976.85,46.2,6391.35,1881.6,0,0,0,2093.78,14930.1,1552.2,1372.8,0,210.6,5643,3242.56,0,2168.96,1027.5,4217.63,1284.48,0,5201.63,0,106.42,681,0,251.63,166.13,462.42,4771.94,1516.8,3702.6,0,0,2320.08,1944.6
"48",201712,0,939.25,0,0,2073,0,468.18,879.58,2518.5,7216.2,5706.1,0,0,0,235.52,0,315.7,656.4,17582.12,400.5,0,0,0,7860.48,0,304.2,441.75,2678.25,3098.7,0,0,0,0,0,0,740.86,912.22,785.44,582,0,0,948.75,10258.23,0,2658.57,9824.4,1625.92,4061.4,1685,227.4,171.52,1504.96,348.8,1599.36,662.4,201.92,181.44,293.1,210.38,1093.88,0,0,85.5,4223.04,3793.66,192,6150.9,0,0,779.74,2566.88,3051.9,1211.25,0,0,5764.26,0,499.98,2773.75,224,15456.96,0,0,872.78,1856.4,0,93.76,453.76,0,0,708.75,410.9,1381.88,628.88,0,0,0,23.8,29.92,530.95,81.2,4711.7,1695.4,0,0,0,1373.84,5202.3,2016.8,1329.64,1629.09,104.7,3254.1,2362.24,0,1582.72,1922.25,5905.5,749.88,0,5892,475.88,95.54,669,1253.63,224.25,0,328.8,3832.3,1553.92,4864.5,0,185.08,1875.44,4754.22
