"Report.ID","Arrest.Date","Time","Area.ID","Area.Name","Reporting.District","Age","Sex.Code","Descent.Code","Charge.Group.Code","Charge.Group.Description","Arrest.Type.Code","Charge","Charge.Description","Address","Cross.Street","Location"
5301912,"2018-05-03",1400,4,"Hollenbeck",464,18,"M","H",2,"Rape","F","261(A)(2)PC","RAPE BY FORCE/FEAR","2100 E  1ST                          ST","","(34.0449, -118.2137)"
5302018,"2018-05-03",1630,5,"Harbor",518,33,"F","H",7,"Vehicle Theft","F","487(D)(1)PC","GRAND THEFT AUTO/HORSE/ETC","EUBANK","PCH","(33.7916, -118.2562)"
5302139,"2018-05-03",2035,6,"Hollywood",679,40,"M","H",14,"Sex (except rape/prst)","F","288(A)PC","LEWD/LASCIVIOUS ACTS W/CHILD < 14 YRS","900 N  KINGSLEY                     DR","","(34.0863, -118.3019)"
5302148,"2018-05-03",1905,16,"Foothill",1684,24,"M","H",7,"Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","7800    LANKERSHIM                   BL","","(34.2166, -118.3919)"
5302167,"2018-05-03",2055,16,"Foothill",1623,27,"M","H",23,"Moving Traffic Violations","F","2800.2(A)VC","EVADE PO:DISREGARD SAFETY","SAN FERNANDO                 RD","PAXTON                       AV","(34.2685, -118.4152)"
5301618,"2018-05-03",705,12,"77th Street",1203,44,"M","B",5,"Burglary","F","459PC","BURGLARY","1700 W  VERNON                       AV","","(34.0037, -118.3089)"
5301594,"2018-05-03",800,9,"Van Nuys",935,39,"M","H",4,"Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","14400    ERWIN                        ST","","(34.1837, -118.4465)"
5302138,"2018-05-03",1800,2,"Rampart",201,30,"M","H",12,"Weapon (carry/poss)","F","29800(A)1PC","POSS F/ARM BY CONVICTED FELON/ADDICT/ETC","MELROSE","EDGEMONT","(34.0836, -118.296)"
5301968,"2018-05-03",1140,3,"Southwest",361,49,"M","B",6,"Larceny","F","487(A)PC","GRAND THEFT MONEY/PROPERTY > $400","LA BREA                      AV","RODEO                        DR","(34.0216, -118.3556)"
5302185,"2018-05-03",1900,15,"N Hollywood",1538,19,"M","H",8,"Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","11200    CALIFA                       ST","","(34.1776, -118.3746)"
5302256,"2018-05-03",2140,11,"Northeast",1162,42,"M","B",3,"Robbery","F","211PC","ROBBERY","1500 N  VERMONT                      AV","","(34.0982, -118.2918)"
5302283,"2018-05-03",2230,1,"Central",111,18,"F","O",4,"Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","700    YALE                         ST","","(34.0612, -118.2417)"
5302170,"2018-05-03",1730,6,"Hollywood",646,35,"M","B",10,"Fraud/Embezzlement","F","530.5(A)PC","GET CREDIT/ETC OTHER'S ID","SUNSET","CASSIL","(34.098, -118.3338)"
180611307,"2018-05-03",1000,6,"Hollywood",666,17,"M","H",NA,"","F","602WIC211PC","","IVAR","SUNSET","(34.098, -118.3287)"
181010463,"2018-05-03",1040,10,"West Valley",1009,29,"M","W",NA,"","M","369(I)PC","","8100    HASKELL                      AV","","(34.2182, -118.4749)"
5301289,"2018-05-03",215,4,"Hollenbeck",497,26,"M","H",5,"Burglary","F","459PC","BURGLARY","2800 E  OLYMPIC                      BL","","(34.0234, -118.2177)"
5301813,"2018-05-03",1100,11,"Northeast",1183,52,"M","H",8,"Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","1500    LUCRETIA                     AV","","(34.0806, -118.257)"
5302110,"2018-05-03",1830,3,"Southwest",363,22,"M","B",24,"Miscellaneous Other Violations","F","236PC","FALSE IMPRISONMENT","3700 W  MARTIN LUTHER KI             BL","","(34.0126, -118.3403)"
5302194,"2018-05-03",2030,6,"Hollywood",646,31,"M","B",16,"Narcotic Drug Laws","F","11378HS","POSSESSION CONTROLLED SUBSTANCE FOR SALE","HOLLYWOOD","LAS PALMAS","(34.1016, -118.3361)"
5302060,"2018-05-03",1633,13,"Newton",1347,26,"M","H",12,"Weapon (carry/poss)","F","30605(A)PC","POSSESSION OF ASSAULT WEAPON","MARTIN LUTHER KI","COMPTON","(34.0096, -118.244)"
5302053,"2018-05-03",1735,12,"77th Street",1251,54,"F","B",4,"Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","3500 W  71ST                         ST","","(33.9757, -118.3338)"
5302184,"2018-05-03",1745,16,"Foothill",1665,25,"M","H",16,"Narcotic Drug Laws","M","11350(A)HS","POSSESSION OF CONTROLLED SUBSTANCE","SHELDON","STONEHURST","(34.2544, -118.373)"
5301854,"2018-05-03",740,2,"Rampart",295,22,"M","B",1,"Homicide","F","187(A)PC","MURDER:FIRST DEGREE:SHOOT FROM VEHICLE","1100 W  17TH                         ST","","(34.0406, -118.2798)"
5302348,"2018-05-03",1910,3,"Southwest",333,26,"M","B",16,"Narcotic Drug Laws","F","11366HS","MAINTAIN PLACE TO SELL CONTROLLED SUBS","4000 W  JEFFERSON                    BL","","(34.0256, -118.3395)"
180113033,"2018-05-04",130,1,"Central",142,54,"F","H",24,"Miscellaneous Other Violations","M","63.44BLAMC","PARK REGULATIONS","400 W  5TH                          ST","","(34.0519, -118.2531)"
180611432,"2018-05-04",2310,6,"Hollywood",636,61,"F","W",NA,"","M","12.29LAMC","","6500    HOLLYWOOD                    BL","","(34.1034, -118.3325)"
180910461,"2018-05-04",2025,9,"Van Nuys",901,53,"M","H",13,"Prostitution/Allied","M","647(B)PC","PROSTITUTION","SEPULVEDA                    BL","CANTLAY                      ST","(34.2022, -118.4662)"
180910464,"2018-05-04",2030,9,"Van Nuys",901,49,"M","H",13,"Prostitution/Allied","M","653.22(A)PC","LOITER:INTENT:PROSTITUTION","SEPULVEDA                    BL","CANTLAY                      ST","(34.2022, -118.4662)"
5302274,"2018-05-04",35,6,"Hollywood",646,24,"F","W",13,"Prostitution/Allied","M","647(B)PC","PROSTITUTION","6400    SELMA                        AV","","(34.0998, -118.3295)"
5302302,"2018-05-04",30,9,"Van Nuys",935,38,"M","B",24,"Miscellaneous Other Violations","F","520PC","EXTORTION","6200    SYLMAR                       AV","","(34.1827, -118.4465)"
5302307,"2018-05-04",53,14,"Pacific",1494,53,"F","W",13,"Prostitution/Allied","M","647(B)PC","PROSTITUTION","SEPULVEDA                    BL","CENTURY                      BL","(33.9447, -118.3963)"
5302309,"2018-05-04",30,6,"Hollywood",666,25,"M","H",13,"Prostitution/Allied","M","653.23A1PC","SUPERVISOR OF PROSTITUTE","1300    WILCOX                       AV","","(34.0944, -118.331)"
5302336,"2018-05-04",100,14,"Pacific",1441,54,"F","B",24,"Miscellaneous Other Violations","M","853.7PC","FTA AFTER WRITTEN PROMISE","OCEAN FRONT                  WK","18TH                         AV","(33.9843, -118.4643)"
5302388,"2018-05-04",200,16,"Foothill",1676,19,"M","W",24,"Miscellaneous Other Violations","M","594(A)(1)PC","DEFACE PROPERTY","GLENOAKS","ROSCOE                       BL","(34.2224, -118.3592)"
5302423,"2018-05-04",115,8,"West LA",895,23,"M","W",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","EDITH                        ST","MANNING                      AV","(34.0314, -118.4076)"
5302434,"2018-05-04",400,9,"Van Nuys",963,23,"F","H",7,"Vehicle Theft","M","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","SEPULVEDA                    BL","OTSEGO","(34.1631, -118.4662)"
5302455,"2018-05-04",345,7,"Wilshire",706,40,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MELROSE","HIGHLAND","(34.0835, -118.3386)"
5302488,"2018-05-04",745,18,"Southeast",1841,19,"M","H",12,"Weapon (carry/poss)","F","29800(A)1PC","POSS F/ARM BY CONVICTED FELON/ADDICT/ETC","10500 S  VERMONT","","(33.9407, -118.2916)"
5302531,"2018-05-04",830,6,"Hollywood",642,41,"M","W",24,"Miscellaneous Other Violations","M","853.7PC","FTA AFTER WRITTEN PROMISE","CURSON","SUNSET","(34.0981, -118.355)"
5302560,"2018-05-04",335,12,"77th Street",1249,19,"F","B",13,"Prostitution/Allied","M","653.22(A)PC","LOITER:INTENT:PROSTITUTION","66TH                         ST","FIGUEROA","(33.9798, -118.2827)"
5302575,"2018-05-04",330,12,"77th Street",1249,21,"F","B",13,"Prostitution/Allied","M","653.22(A)PC","LOITER:INTENT:PROSTITUTION","66TH                         ST","FIGUEROA","(33.9798, -118.2827)"
5302577,"2018-05-04",1045,1,"Central",127,53,"F","W",6,"Larceny","F","487(A)PC","GRAND THEFT MONEY/PROPERTY > $400","100 N  LOS ANGELES","","(34.0515, -118.2424)"
5302579,"2018-05-04",1045,9,"Van Nuys",935,50,"M","W",4,"Aggravated Assault","M","245(A)(1)PC","ADW W/O FIREARM/GBI","14400    ERWIN                        ST","","(34.1837, -118.4465)"
5302590,"2018-05-04",1100,9,"Van Nuys",935,30,"M","O",23,"Moving Traffic Violations","M","20002(A)VC","HIT AND RUN:PROP DAMAGE","14400    ERWIN                        ST","","(34.1837, -118.4465)"
5302604,"2018-05-04",335,12,"77th Street",1249,21,"F","H",13,"Prostitution/Allied","M","653.22(A)PC","LOITER:INTENT:PROSTITUTION","66TH                         ST","FIGUEROA","(33.9798, -118.2827)"
5302826,"2018-05-04",1205,9,"Van Nuys",935,57,"F","O",13,"Prostitution/Allied","M","647(B)PC","PROSTITUTION","6200    SYLMAR                       AV","","(34.1827, -118.4465)"
5302831,"2018-05-04",1020,1,"Central",158,47,"M","B",23,"Moving Traffic Violations","M","14601.1AVC","DRIVE W/LIC SUSPEND/REVOKE 4 OTHER REASON","1100 E  6TH                          ST","","(34.0386, -118.2392)"
5302874,"2018-05-04",1355,9,"Van Nuys",935,47,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","6200    SYLMAR                       AV","","(34.1827, -118.4465)"
5302867,"2018-05-04",1300,17,"Devonshire",1779,15,"M","H",12,"Weapon (carry/poss)","M","626.10A1PC","POSSESS WEAPON ON SCHOOL GROUNDS","9200    HASKELL                      AV","","(34.2374, -118.4763)"
5302477,"2018-05-04",245,14,"Pacific",1406,15,"M","H",24,"Miscellaneous Other Violations","M","148(1)PC","RESISTING OFFICER","NATIONAL","VINTON","(34.024, -118.409)"
5302876,"2018-05-04",1120,5,"Harbor",581,41,"M","W",24,"Miscellaneous Other Violations","M","853.7PC","FTA AFTER WRITTEN PROMISE","3000    ANCHOVY                      AV","","(33.7245, -118.3229)"
5302879,"2018-05-04",1200,1,"Central",111,26,"M","H",8,"Other Assaults","M","148(A)(1)PC","OBSTRUCT/ETC PUB OFCR/ETC","900 N  BROADWAY","","(34.0615, -118.2412)"
5302884,"2018-05-04",1220,14,"Pacific",1412,34,"M","W",8,"Other Assaults","M","243(A)PC","BATTERY ON PERSON","100    NAVY                         ST","","(33.997, -118.4797)"
5302914,"2018-05-04",510,12,"77th Street",1249,37,"F","B",13,"Prostitution/Allied","M","647(B)PC","PROSTITUTION","64TH                         ST","FIGUEROA                     ST","(33.9813, -118.2827)"
5302918,"2018-05-04",510,12,"77th Street",1249,37,"M","H",13,"Prostitution/Allied","M","647(B)PC","PROSTITUTION","67TH","FIGUEROA","(33.979, -118.2827)"
5302929,"2018-05-04",1230,3,"Southwest",363,31,"M","B",6,"Larceny","M","459.5PC","SHOPLIFTING","3700    SANTA ROSALIA                DR","","(34.0072, -118.3373)"
5302932,"2018-05-04",1500,9,"Van Nuys",935,19,"M","W",4,"Aggravated Assault","M","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","6200    SYLMAR                       AV","","(34.1827, -118.4465)"
5302945,"2018-05-04",415,12,"77th Street",1249,22,"F","B",13,"Prostitution/Allied","M","653.22(A)PC","LOITER:INTENT:PROSTITUTION","FLORENCE","DENVER","(33.9747, -118.2838)"
5302946,"2018-05-04",1455,6,"Hollywood",677,54,"M","H",22,"Driving Under Influence","M","21200.5VC","DUI ALCOHOL/DRUGS ON BICYCLE","SANTA MONICA","GORDON","(34.0908, -118.3201)"
5302949,"2018-05-04",410,12,"77th Street",1249,20,"F","B",13,"Prostitution/Allied","M","653.22(A)PC","LOITER:INTENT:PROSTITUTION","70TH","FIGUEROA","(33.9765, -118.2827)"
5302951,"2018-05-04",1550,9,"Van Nuys",935,36,"M","O",24,"Miscellaneous Other Violations","F","182(A)(1)PC","CONSPIRACY TO COMMIT ANY CRIME","6200    SYLMAR                       AV","","(34.1827, -118.4465)"
5302962,"2018-05-04",1200,6,"Hollywood",645,38,"M","H",24,"Miscellaneous Other Violations","M","346PC","ILLEGAL RESALE OF TICKETS","SUNSET","LA BREA","(34.098, -118.3441)"
5302980,"2018-05-04",1130,3,"Southwest",328,51,"F","B",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","HOOVER                       ST","ADAMS                        BL","(34.0303, -118.284)"
5302981,"2018-05-04",1510,6,"Hollywood",667,61,"M","B",23,"Moving Traffic Violations","M","14601(A)VC","DRIVE W/LIC SUSPEND/REV 4 RECKLESS DRIVG","SANTA MONICA","GOWER","(34.0908, -118.3223)"
5302989,"2018-05-04",1430,10,"West Valley",1008,33,"M","O",6,"Larceny","M","459.5PC","SHOPLIFTING","16800    ROSCOE                       BL","","(34.221, -118.4989)"
5303017,"2018-05-04",1535,18,"Southeast",1841,23,"F","H",8,"Other Assaults","M","243(B)PC","BATTERY ON PO/EMERGENCY PERSONNEL W/O INJ","112TH","GRAND","(33.9367, -118.2871)"
5302893,"2018-05-04",1145,18,"Southeast",1829,29,"M","B",1,"Homicide","F","187(A)PC","MURDER:FIRST DEGREE:SHOOT FROM VEHICLE","101ST                        ST","GRAPE                        ST","(33.9449, -118.2367)"
5303047,"2018-05-04",1820,3,"Southwest",363,23,"M","H",2,"Rape","F","261(A)(1)PC","RAPE - VICTIM INCAPABLE OF CONSENT","MARTIN LUTHER KI             BL","BUCKINGHAM","(34.0126, -118.3403)"
5303075,"2018-05-04",1805,3,"Southwest",357,41,"M","H",15,"Against Family/Child","M","273.6(A)PC","DISOBEY DOMESTIC RELATIONS COURT ORDER","NORMANDIE                    AV","35TH","(34.0237, -118.3002)"
5303082,"2018-05-04",1650,13,"Newton",1333,26,"M","H",8,"Other Assaults","M","243(A)PC","BATTERY ON PERSON","SAN PEDRO","27TH                         ST","(34.0207, -118.2619)"
5303083,"2018-05-04",1830,15,"N Hollywood",1591,39,"M","B",8,"Other Assaults","F","243.15PC","BATTER PERSON NOT INMATE WHILE IN CUST","12500    VENTURA                      BL","","(34.1427, -118.4052)"
5303087,"2018-05-04",1820,16,"Foothill",1672,33,"M","O",23,"Moving Traffic Violations","M","14601.2AVC","DRIVE W/LIC SUSPEND/REVOKE 4 DRUGS/ALCOHL","LANKERSHIM                   BL","PENDLETON","(34.2279, -118.3878)"
5303122,"2018-05-04",1750,12,"77th Street",1245,19,"M","H",22,"Driving Under Influence","M","23152(F)VC","DUI OF ANY DRUG","NORMANDIE","62ND                         ST","(33.9833, -118.3003)"
5303177,"2018-05-04",2025,12,"77th Street",1266,35,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","FIGUEROA","82ND","(33.9644, -118.2827)"
5303207,"2018-05-04",2100,9,"Van Nuys",901,39,"M","H",13,"Prostitution/Allied","M","653.22(A)PC","LOITER:INTENT:PROSTITUTION","SEPULVEDA","CANTLAY","(34.2022, -118.4662)"
5303218,"2018-05-04",1946,13,"Newton",1383,29,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","GAGE","MAIN","(33.9824, -118.2739)"
5303229,"2018-05-04",2055,12,"77th Street",1253,57,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","FLORENCE","CIMARRON","(33.9746, -118.3155)"
5303232,"2018-05-04",2120,10,"West Valley",1005,60,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","17800    LULL                         ST","","(34.2093, -118.5215)"
5303236,"2018-05-04",2110,6,"Hollywood",645,26,"M","B",24,"Miscellaneous Other Violations","M","853.7PC","FTA AFTER WRITTEN PROMISE","SYCAMORE                     AV","SUNSET                       BL","(34.098, -118.3425)"
5303119,"2018-05-04",1710,11,"Northeast",1149,32,"F","H",3,"Robbery","F","211PC","ROBBERY","5400 N  FIGUEROA                     ST","","(34.1075, -118.197)"
5303112,"2018-05-04",1705,6,"Hollywood",645,28,"M","W",9,"Forgery/Counterfeit","F","484E(D)PC","ACQUIRE ACCESS CARD IN 4+ NAMES > 12 MOS","HOLLYWOOD                    BL","HIGHLAND                     AV","(34.1016, -118.3387)"
5303237,"2018-05-04",2050,13,"Newton",1393,19,"M","H",22,"Driving Under Influence","M","23152(F)VC","DUI OF ANY DRUG","FLORENCE","MAIN","(33.9747, -118.2739)"
5303258,"2018-05-04",2205,10,"West Valley",1039,26,"M","H",22,"Driving Under Influence","M","23152(B)VC","DRUNK DRIVING .10 OR ABOVE","VICTORY                      BL","BLEWETT","(34.1867, -118.4783)"
5303272,"2018-05-04",2118,12,"77th Street",1219,42,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","FIGUEROA                     ST","50TH                         ST","(33.9925, -118.2816)"
5303275,"2018-05-04",2221,13,"Newton",1371,45,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","53RD","GRAND","(33.9942, -118.28)"
5303278,"2018-05-04",2205,10,"West Valley",1011,35,"M","H",22,"Driving Under Influence","M","23152(G)VC","DUI OF ALCOHOL & DRUG","SATICOY","CALVIN","(34.2084, -118.5557)"
5303298,"2018-05-04",2145,7,"Wilshire",789,22,"F","H",22,"Driving Under Influence","M","23152(F)VC","DUI OF ANY DRUG","7TH                          AV","WASHINGTON","(34.0399, -118.3248)"
5303307,"2018-05-04",2201,13,"Newton",1393,18,"M","H",22,"Driving Under Influence","M","23152(F)VC","DUI OF ANY DRUG","FLORENCE","MAIN","(33.9747, -118.2739)"
5303315,"2018-05-04",2140,7,"Wilshire",784,37,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","WASHINGTON                   BL","LONGWOOD","(34.04, -118.3454)"
5303321,"2018-05-04",2300,17,"Devonshire",1701,37,"M","O",15,"Against Family/Child","M","273.6(A)PC","DISOBEY DOMESTIC RELATIONS COURT ORDER","20300    LIVORNO                      WY","","(34.2808, -118.5797)"
5303324,"2018-05-04",2227,7,"Wilshire",769,19,"M","H",22,"Driving Under Influence","M","21200.5VC","DUI ALCOHOL/DRUGS ON BICYCLE","PICO                         BL","WESTCHESTER                  PL","(34.0472, -118.3189)"
5303337,"2018-05-04",2350,6,"Hollywood",646,33,"M","B",24,"Miscellaneous Other Violations","F","273.6(D)PC","DISOBEY DOMESTIC RELATIONS CRT ORDER W/PR","MC CADDEN","HOLLYWOOD                    BL","(34.1016, -118.337)"
5303344,"2018-05-04",2351,8,"West LA",805,41,"F","O",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","SAN DIEGO                    FY","GETTY CENTER                 DR","(34.1016, -118.4698)"
5303380,"2018-05-04",2352,18,"Southeast",1822,37,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","97TH                         ST","BROADWAY                     ST","(33.9483, -118.2784)"
5303343,"2018-05-04",2140,11,"Northeast",1141,35,"M","H",24,"Miscellaneous Other Violations","F","451(D)PC","ARSON OF PROPERTY","HOLLYWOOD                    BL","EDGEMONT","(34.1018, -118.2962)"
5303294,"2018-05-04",2125,1,"Central",195,46,"M","H",24,"Miscellaneous Other Violations","F","3000.08CPC","PAROLE WARRANT","PICO                         BL","LOS ANGELES                  ST","(34.0357, -118.2593)"
5303308,"2018-05-04",2150,7,"Wilshire",702,15,"M","H",12,"Weapon (carry/poss)","F","25400(A)3PC","OCCUPANT W/CONCEALED FIREARM IN VEHICLE","STANLEY","WILLOUGHBY","(34.0872, -118.3564)"
5303290,"2018-05-04",2055,12,"77th Street",1258,24,"F","B",22,"Driving Under Influence","M","23152(F)VC","DUI OF ANY DRUG","73RD","MAIN                         ST","(33.9737, -118.2739)"
5303300,"2018-05-04",2225,13,"Newton",1363,38,"M","H",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","57TH","CENTRAL","(33.9983, -118.2608)"
5303403,"2018-05-04",2200,3,"Southwest",378,26,"M","B",22,"Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","HOOVER","MARTIN LUTHER KI             BL","(34.0146, -118.2872)"
180113236,"2018-05-04",1150,1,"Central",153,27,"M","B",17,"Liquor Laws","M","25620BP","OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE","5TH                          ST","HILL                         ST","(34.0488, -118.2518)"
180113238,"2018-05-04",1730,1,"Central",164,47,"F","H",NA,"","M","57.307.7LAM","","600 S  MAIN                         ST","","(34.0453, -118.2499)"
180113243,"2018-05-04",1835,1,"Central",195,40,"M","W",17,"Liquor Laws","M","25620BP","OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE","GRAND","OLYMPIC                      BL","(34.0335, -118.2619)"
180211051,"2018-05-04",1555,2,"Rampart",237,27,"M","H",18,"Drunkeness","I","41.27CLAMC","DRINKING IN PUBLIC","WITMER","3RD","(34.0591, -118.2635)"
180211052,"2018-05-04",1630,2,"Rampart",245,40,"F","H",18,"Drunkeness","I","41.27CLAMC","DRINKING IN PUBLIC","PARK VIEW","7TH","(34.0582, -118.2805)"
180211053,"2018-05-04",1630,2,"Rampart",245,36,"M","H",18,"Drunkeness","I","41.27CLAMC","DRINKING IN PUBLIC","PARK VIEW","7TH","(34.0582, -118.2805)"
180211054,"2018-05-04",1655,2,"Rampart",245,25,"M","H",18,"Drunkeness","I","41.27CLAMC","DRINKING IN PUBLIC","7TH","GRAND VIEW","(34.0575, -118.2789)"
180211055,"2018-05-04",1555,2,"Rampart",237,62,"M","H",18,"Drunkeness","I","41.27CLAMC","DRINKING IN PUBLIC","WITMER","3RD","(34.0591, -118.2635)"
180211056,"2018-05-04",1600,2,"Rampart",237,41,"M","H",18,"Drunkeness","I","41.27CLAMC","DRINKING IN PUBLIC","WITMER","3RD","(34.0591, -118.2635)"
180211057,"2018-05-04",1600,2,"Rampart",237,45,"M","H",18,"Drunkeness","I","41.27CLAMC","DRINKING IN PUBLIC","WITMER","3RD","(34.0591, -118.2635)"
180211062,"2018-05-04",1655,2,"Rampart",245,40,"M","H",17,"Liquor Laws","I","25620(A)BP","DRINKING ALCOHOL","2200 W  6TH                          ST","","(34.0601, -118.2761)"
180312237,"2018-05-04",1735,3,"Southwest",395,34,"M","H",13,"Prostitution/Allied","M","647(B)PC","PROSTITUTION","41ST                         DR","WESTERN","(34.009, -118.3089)"
180312239,"2018-05-04",1920,3,"Southwest",395,29,"M","B",13,"Prostitution/Allied","M","647(B)PC","PROSTITUTION","41ST                         DR","WESTERN                      AV","(34.009, -118.3089)"
180312240,"2018-05-04",1840,3,"Southwest",395,30,"M","H",13,"Prostitution/Allied","M","647(B)PC","PROSTITUTION","41ST                         DR","WESTERN                      AV","(34.009, -118.3089)"
180312241,"2018-05-04",1705,3,"Southwest",395,31,"M","B",13,"Prostitution/Allied","M","647(B)PC","PROSTITUTION","41ST                         DR","WESTERN","(34.009, -118.3089)"
180312242,"2018-05-04",1800,3,"Southwest",395,39,"M","H",13,"Prostitution/Allied","M","647(B)PC","PROSTITUTION","41ST                         DR","WESTERN                      AV","(34.009, -118.3089)"
180312243,"2018-05-04",1900,3,"Southwest",395,65,"M","B",13,"Prostitution/Allied","M","647(B)PC","PROSTITUTION","41ST                         DR","WESTERN                      AV","(34.009, -118.3089)"
180409493,"2018-05-04",2050,4,"Hollenbeck",422,34,"M","H",18,"Drunkeness","M","41.27(C)LAM","DRINKING IN PUBLIC***","SICHEL","MANITOU","(34.0719, -118.213)"
180409494,"2018-05-04",1845,4,"Hollenbeck",421,63,"M","H",NA,"","I","41.27(C)LAM","","VALLEJO","DALY","(34.0708, -118.2155)"
180409495,"2018-05-04",1820,4,"Hollenbeck",426,27,"F","H",NA,"","I","41.27(C)LAM","","4900    HUNTINGTON DR","","(34.0867, -118.1768)"
180510147,"2018-05-04",730,5,"Harbor",564,59,"M","H",24,"Miscellaneous Other Violations","M","41.45(C)LAM","ILLEGAL POSSESSION OF SHOPPING CART****","6TH                          ST","BEACON                       ST","(33.7388, -118.2804)"
180510185,"2018-05-04",2130,5,"Harbor",555,67,"M","W",18,"Drunkeness","M","41.27CLAMC","DRINKING IN PUBLIC","7TH                          ST","MESA                         ST","(33.7483, -118.2931)"
180510186,"2018-05-04",2312,5,"Harbor",563,47,"M","H",18,"Drunkeness","M","41.27CLAMC","DRINKING IN PUBLIC","19TH                         ST","PACIFIC                      AV","(33.7321, -118.295)"
180800591,"2018-05-04",2025,8,"West LA",854,48,"F","W",16,"Narcotic Drug Laws","M","11364(A)HS","POSS DEVICE/INSTRUMT/PARAPHERNALIA","COTNER","OHIO","(34.0495, -118.4481)"
180809973,"2018-05-04",2050,8,"West LA",842,65,"M","B",18,"Drunkeness","M","41.27(C)LAM","DRINKING IN PUBLIC***","WILSHIRE","FEDERAL","(34.0508, -118.4592)"
180809974,"2018-05-04",2050,8,"West LA",842,61,"M","H",18,"Drunkeness","M","41.27(C)LAM","DRINKING IN PUBLIC***","WILSHIRE","FEDERAL","(34.0508, -118.4592)"
180809988,"2018-05-04",2025,8,"West LA",853,63,"M","W",20,"Disorderly Conduct","M","41.18DLAMC","SIT/LIE/SLEEP SIDEWALK OR STREET","COTNER","OHIO","(34.0445, -118.4491)"
180809989,"2018-05-04",2035,8,"West LA",853,63,"M","W",20,"Disorderly Conduct","M","41.18DLAMC","SIT/LIE/SLEEP SIDEWALK OR STREET","COTNER","OHIO","(34.0445, -118.4491)"
180910775,"2018-05-04",1000,9,"Van Nuys",904,32,"F","H",24,"Miscellaneous Other Violations","M","369IPC","TRESPASS RAILROAD PROPERTY","7900 N  SEPULVEDA                    BL","","(34.2141, -118.4661)"
181110024,"2018-05-04",1500,11,"Northeast",1179,41,"M","H",18,"Drunkeness","M","41.27CLAMC","DRINKING IN PUBLIC","AVENUE 26","IDELL","(34.0915, -118.2094)"
181110025,"2018-05-04",1500,11,"Northeast",1177,29,"M","H",18,"Drunkeness","M","41.27CLAMC","DRINKING IN PUBLIC","AVENUE 26","IDELL","(34.0865, -118.2253)"
181110026,"2018-05-04",1530,11,"Northeast",1179,37,"M","H",18,"Drunkeness","M","41.27CLAMC","DRINKING IN PUBLIC","AVENUE 26","IDELL","(34.0915, -118.2094)"
181110027,"2018-05-04",1530,11,"Northeast",1179,38,"M","H",18,"Drunkeness","M","41.27CLAMC","DRINKING IN PUBLIC","AVENUE 26","IDELL","(34.0915, -118.2094)"
181110028,"2018-05-04",1555,11,"Northeast",1181,37,"M","H",18,"Drunkeness","M","41.27CLAMC","DRINKING IN PUBLIC","LIBERTY","MONTANA","(34.08, -118.2606)"
181213176,"2018-05-04",610,12,"77th Street",1249,31,"F","W",13,"Prostitution/Allied","M","653.22(A)PC","LOITER:INTENT:PROSTITUTION","64TH                         ST","FIGUEROA                     ST","(33.9813, -118.2827)"
181213549,"2018-05-04",1130,12,"77th Street",1249,22,"F","H",NA,"","I","653.22(A)PC","","66TH                         ST","FIGUEROA                     ST","(33.9798, -118.2827)"
